赛事名称,赛事阶段,赛事日期,主队,主队进球,客队进球,客队,比分(m比n),点球大战比分(如有),相关链接,主-客,单场进球数
S7春季赛,小组赛第四轮,2025.11.01,翁法罗斯,1,1,少女前线：民间联合,1比1,,DAY7,0,2
S7春季赛,小组赛第四轮,2025.11.01,崩坏3：逐火十三英桀,1,1,BanGDream!,1比1,,DAY7,0,2
S7春季赛,小组赛第四轮,2025.11.01,卡拉彼丘,1,2,原神·须弥,1比2,,DAY7,-1,3
S7春季赛,小组赛第四轮,2025.11.01,少女前线：战术小队,2,0,深空之眼,2比0,,DAY7,2,2
S7春季赛,小组赛第四轮,2025.11.01,赛马娘·舞台,1,1,原神·蒙德,1比1,,DAY7,0,2
S7春季赛,小组赛第四轮,2025.11.01,战双帕弥什,2,4,少女乐队联,2比4,,DAY7,-2,6
S7春季赛,小组赛第四轮,2025.11.01,原神·枫丹,1,2,崩坏3：洛星,1比2,,DAY7,-1,3
S7春季赛,小组赛第四轮,2025.11.01,蔚蓝档案,2,2,仙舟联盟,2比2,,DAY7,0,4
S7春季赛,小组赛第四轮,2025.11.02,進撃の巨人,3,4,Love Live!,3比4,,DAY8,-1,7
S7春季赛,小组赛第四轮,2025.11.02,原神·纳塔,1,2,赛马娘·决胜,1比2,,DAY8,-1,3
S7春季赛,小组赛第四轮,2025.11.02,碧蓝航线,1,0,匹诺康尼联队,1比0,,DAY8,1,1
S7春季赛,小组赛第四轮,2025.11.02,真三国无双女将队,2,0,世界计划,2比0,,DAY8,2,2
S7春季赛,小组赛第四轮,2025.11.02,赛马娘·学院,1,3,原神·璃月,1比3,,DAY8,-2,4
S7春季赛,小组赛第四轮,2025.11.02,绝区零·民间联合队,1,3,明日方舟,1比3,,DAY8,-2,4
S7春季赛,小组赛第四轮,2025.11.02,崩坏3：天命,2,0,绝区零·艾城,2比0,,DAY8,2,2
S7春季赛,小组赛第四轮,2025.11.02,贝洛伯格星穹空间站,1,1,原神·稻妻,1比1,,DAY8,0,2
S7春季赛,小组赛第五轮,2025.11.05,少女前线：民间联合,2,2,崩坏3：逐火十三英桀,2比2,,DAY9,0,4
S7春季赛,小组赛第五轮,2025.11.05,BanGDream!,2,1,翁法罗斯,2比1,,DAY9,1,3
S7春季赛,小组赛第五轮,2025.11.05,原神·须弥,2,2,少女前线：战术小队,2比2,,DAY9,0,4
S7春季赛,小组赛第五轮,2025.11.05,深空之眼,1,4,卡拉彼丘,1比4,,DAY9,-3,5
S7春季赛,小组赛第五轮,2025.11.05,原神·蒙德,3,1,战双帕弥什,3比1,,DAY9,2,4
S7春季赛,小组赛第五轮,2025.11.05,少女乐队联,4,1,赛马娘·舞台,4比1,,DAY9,3,5
S7春季赛,小组赛第五轮,2025.11.05,崩坏3：洛星,3,2,蔚蓝档案,3比2,,DAY9,1,5
S7春季赛,小组赛第五轮,2025.11.05,原神·枫丹,1,4,仙舟联盟,1比4,,DAY9,-3,5
S7春季赛,小组赛第五轮,2025.11.07,Love Live!,2,4,原神·纳塔,2比4,,DAY10,-2,6
S7春季赛,小组赛第五轮,2025.11.07,赛马娘·决胜,2,5,進撃の巨人,2比5,,DAY10,-3,7
S7春季赛,小组赛第五轮,2025.11.07,匹诺康尼联队,1,1,真三国无双女将队,1比1,,DAY10,0,2
S7春季赛,小组赛第五轮,2025.11.07,世界计划,3,2,碧蓝航线,3比2,,DAY10,1,5
S7春季赛,小组赛第五轮,2025.11.07,原神·璃月,3,3,绝区零·民间联合队,3比3,,DAY10,0,6
S7春季赛,小组赛第五轮,2025.11.07,明日方舟,1,3,赛马娘·学院,1比3,,DAY10,-2,4
S7春季赛,小组赛第五轮,2025.11.07,绝区零·艾城,2,2,贝洛伯格星穹空间站,2比2,,DAY10,0,4
S7春季赛,小组赛第五轮,2025.11.07,原神·稻妻,4,2,崩坏3：天命,4比2,,DAY10,2,6
S7春季赛,小组赛第六轮,2025.11.08,少女前线：民间联合,2,3,BanGDream!,2比3,,DAY11,-1,5
S7春季赛,小组赛第六轮,2025.11.08,崩坏3：逐火十三英桀,0,1,翁法罗斯,0比1,,DAY11,-1,1
S7春季赛,小组赛第六轮,2025.11.08,原神·须弥,3,0,深空之眼,3比0,,DAY11,3,3
S7春季赛,小组赛第六轮,2025.11.08,少女前线：战术小队,2,1,卡拉彼丘,2比1,,DAY11,1,3
S7春季赛,小组赛第六轮,2025.11.08,原神·蒙德,2,1,少女乐队联,2比1,,DAY11,1,3
S7春季赛,小组赛第六轮,2025.11.08,战双帕弥什,2,1,赛马娘·舞台,2比1,,DAY11,1,3
S7春季赛,小组赛第六轮,2025.11.08,崩坏3：洛星,3,1,仙舟联盟,3比1,,DAY11,2,4
S7春季赛,小组赛第六轮,2025.11.08,蔚蓝档案,5,2,原神·枫丹,5比2,,DAY11,3,7
S7春季赛,小组赛第六轮,2025.11.12,Love Live!,2,2,赛马娘·决胜,2比2,,DAY12,0,4
S7春季赛,小组赛第六轮,2025.11.12,原神·纳塔,1,1,進撃の巨人,1比1,,DAY12,0,2
S7春季赛,小组赛第六轮,2025.11.12,匹诺康尼联队,3,3,世界计划,3比3,,DAY12,0,6
S7春季赛,小组赛第六轮,2025.11.12,真三国无双女将队,2,0,碧蓝航线,2比0,,DAY12,2,2
S7春季赛,小组赛第六轮,2025.11.12,原神·璃月,2,2,明日方舟,2比2,,DAY12,0,4
S7春季赛,小组赛第六轮,2025.11.12,绝区零·民间联合队,2,0,赛马娘·学院,2比0,,DAY12,2,2
S7春季赛,小组赛第六轮,2025.11.12,绝区零·艾城,2,1,原神·稻妻,2比1,,DAY12,1,3
S7春季赛,小组赛第六轮,2025.11.12,贝洛伯格星穹空间站,2,7,崩坏3：天命,2比7,,DAY12,-5,9
S7春季赛,1/8决赛首回合,2025.11.13,BanGDream!,2,2,绝区零·民间联合队,2比2,,DAY13,0,4
S7春季赛,1/8决赛首回合,2025.11.13,战双帕弥什,3,0,崩坏3：洛星,3比0,,DAY13,3,3
S7春季赛,1/8决赛首回合,2025.11.13,原神·须弥,1,3,原神·纳塔,1比3,,DAY13,-2,4
S7春季赛,1/8决赛首回合,2025.11.13,蔚蓝档案,1,2,原神·璃月,1比2,,DAY13,-1,3
S7春季赛,1/8决赛首回合,2025.11.13,赛马娘·决胜,0,1,贝洛伯格星穹空间站,0比1,,DAY13,-1,1
S7春季赛,1/8决赛首回合,2025.11.13,匹诺康尼联队,2,1,真三国无双女将队,2比1,,DAY13,1,3
S7春季赛,1/8决赛首回合,2025.11.13,原神·蒙德,2,2,翁法罗斯,2比2,,DAY13,0,4
S7春季赛,1/8决赛首回合,2025.11.13,少女前线：战术小队,1,0,原神·稻妻,1比0,,DAY13,1,1
S7春季赛,1/8决赛次回合,2025.11.14,绝区零·民间联合队,1,7,BanGDream!,1比7,,DAY14,-6,8
S7春季赛,1/8决赛次回合,2025.11.14,崩坏3：洛星,1,1,战双帕弥什,1比1,,DAY14,0,2
S7春季赛,1/8决赛次回合,2025.11.14,原神·纳塔,5,0,原神·须弥,5比0,,DAY14,5,5
S7春季赛,1/8决赛次回合,2025.11.14,原神·璃月,0,0,蔚蓝档案,0比0,,DAY14,0,0
S7春季赛,1/8决赛次回合,2025.11.14,贝洛伯格星穹空间站,2,2,赛马娘·决胜,2比2,,DAY14,0,4
S7春季赛,1/8决赛次回合,2025.11.14,真三国无双女将队,1,2,匹诺康尼联队,1比2,,DAY14,-1,3
S7春季赛,1/8决赛次回合,2025.11.14,翁法罗斯,3,2,原神·蒙德,3比2,,DAY14,1,5
S7春季赛,1/8决赛次回合,2025.11.14,原神·稻妻,2,4,少女前线：战术小队,2比4,,DAY14,-2,6
S7春季赛,1/4决赛首回合,2025.11.15,BanGDream!,2,4,战双帕弥什,2比4,,DAY15,-2,6
S7春季赛,1/4决赛首回合,2025.11.15,原神·纳塔,3,2,原神·璃月,3比2,,DAY15,1,5
S7春季赛,1/4决赛首回合,2025.11.15,贝洛伯格星穹空间站,2,1,匹诺康尼联队,2比1,,DAY15,1,3
S7春季赛,1/4决赛首回合,2025.11.15,翁法罗斯,1,2,少女前线：战术小队,1比2,,DAY15,-1,3
S7春季赛,1/4决赛次回合,2025.11.15,战双帕弥什,3,1,BanGDream!,3比1,,DAY15,2,4
S7春季赛,1/4决赛次回合,2025.11.15,原神·璃月,0,2,原神·纳塔,0比2,,DAY15,-2,2
S7春季赛,1/4决赛次回合,2025.11.15,匹诺康尼联队,1,3,贝洛伯格星穹空间站,1比3,,DAY15,-2,4
S7春季赛,1/4决赛次回合,2025.11.15,少女前线：战术小队,1,1,翁法罗斯,1比1,,DAY15,0,2
S7春季赛,半决赛首回合,2025.11.16,战双帕弥什,0,3,原神·纳塔,0比3,,DAY16,-3,3
S7春季赛,半决赛首回合,2025.11.16,贝洛伯格星穹空间站,0,0,少女前线：战术小队,0比0,,DAY16,0,0
S7春季赛,半决赛次回合,2025.11.16,原神·纳塔,0,5,战双帕弥什,0比5,,DAY16,-5,5
S7春季赛,半决赛次回合,2025.11.16,少女前线：战术小队,0,1,贝洛伯格星穹空间站,0比1,,DAY16,-1,1
S7春季赛,三四名决赛,2025.11.16,原神·纳塔,2,1,少女前线：战术小队,2比1,,DAY16,1,3
S7春季赛,决赛,2025.11.16,战双帕弥什,1,3,贝洛伯格星穹空间站,1比3,,DAY16,-2,4
S7夏季赛,小组赛第一轮,2025.11.19,翁法罗斯,3,4,蔚蓝档案,3比4,,DAY1,-1,7
S7夏季赛,小组赛第一轮,2025.11.19,卡拉彼丘,1,3,崩坏3：逐火十三英桀,1比3,,DAY1,-2,4
S7夏季赛,小组赛第一轮,2025.11.19,原神·璃月,2,3,崩坏3：洛星,2比3,,DAY1,-1,5
S7夏季赛,小组赛第一轮,2025.11.19,仙舟联盟,4,0,明日方舟,4比0,,DAY1,4,4
S7夏季赛,小组赛第一轮,2025.11.19,贝洛伯格星穹空间站,2,3,原神·稻妻,2比3,,DAY1,-1,5
S7夏季赛,小组赛第一轮,2025.11.19,绝区零·艾城,2,2,少女乐队联,2比2,,DAY1,0,4
S7夏季赛,小组赛第一轮,2025.11.19,原神·纳塔,4,3,绝区零·民间联合队,4比3,,DAY1,1,7
S7夏季赛,小组赛第一轮,2025.11.19,赛马娘·舞台,2,2,崩坏3：天命,2比2,,DAY1,0,4
S7夏季赛,小组赛第一轮,2025.11.20,战双帕弥什,2,0,赛马娘·决胜,2比0,,DAY2,2,2
S7夏季赛,小组赛第一轮,2025.11.20,少女前线：民间联合,3,1,深空之眼,3比1,,DAY2,2,4
S7夏季赛,小组赛第一轮,2025.11.20,匹诺康尼联队,3,2,原神·蒙德,3比2,,DAY2,1,5
S7夏季赛,小组赛第一轮,2025.11.20,赛马娘·学院,0,0,Love Live!,0比0,,DAY2,0,0
S7夏季赛,小组赛第一轮,2025.11.20,BanGDream!,3,1,原神·须弥,3比1,,DAY2,2,4
S7夏季赛,小组赛第一轮,2025.11.20,進撃の巨人,3,2,世界计划,3比2,,DAY2,1,5
S7夏季赛,小组赛第一轮,2025.11.20,少女前线：战术小队,2,0,真三国无双女将队,2比0,,DAY2,2,2
S7夏季赛,小组赛第一轮,2025.11.20,碧蓝航线,2,1,原神·枫丹,2比1,,DAY2,1,3
S7夏季赛,小组赛第二轮,2025.11.21,崩坏3：逐火十三英桀,0,1,翁法罗斯,0比1,,DAY3,-1,1
S7夏季赛,小组赛第二轮,2025.11.21,蔚蓝档案,1,2,卡拉彼丘,1比2,,DAY3,-1,3
S7夏季赛,小组赛第二轮,2025.11.21,明日方舟,0,1,原神·璃月,0比1,,DAY3,-1,1
S7夏季赛,小组赛第二轮,2025.11.21,崩坏3：洛星,3,1,仙舟联盟,3比1,,DAY3,2,4
S7夏季赛,小组赛第二轮,2025.11.21,少女乐队联,1,3,贝洛伯格星穹空间站,1比3,,DAY3,-2,4
S7夏季赛,小组赛第二轮,2025.11.21,原神·稻妻,1,1,绝区零·艾城,1比1,,DAY3,0,2
S7夏季赛,小组赛第二轮,2025.11.21,崩坏3：天命,1,2,原神·纳塔,1比2,,DAY3,-1,3
S7夏季赛,小组赛第二轮,2025.11.21,绝区零·民间联合队,3,2,赛马娘·舞台,3比2,,DAY3,1,5
S7夏季赛,小组赛第二轮,2025.11.22,深空之眼,0,1,战双帕弥什,0比1,,DAY4,-1,1
S7夏季赛,小组赛第二轮,2025.11.22,赛马娘·决胜,0,0,少女前线：民间联合,0比0,,DAY4,0,0
S7夏季赛,小组赛第二轮,2025.11.22,Love Live!,3,4,匹诺康尼联队,3比4,,DAY4,-1,7
S7夏季赛,小组赛第二轮,2025.11.22,原神·蒙德,1,1,赛马娘·学院,1比1,,DAY4,0,2
S7夏季赛,小组赛第二轮,2025.11.22,世界计划,2,1,BanGDream!,2比1,,DAY4,1,3
S7夏季赛,小组赛第二轮,2025.11.22,原神·须弥,4,4,進撃の巨人,4比4,,DAY4,0,8
S7夏季赛,小组赛第二轮,2025.11.22,原神·枫丹,4,1,少女前线：战术小队,4比1,,DAY4,3,5
S7夏季赛,小组赛第二轮,2025.11.22,真三国无双女将队,1,2,碧蓝航线,1比2,,DAY4,-1,3
S7夏季赛,小组赛第三轮,2025.11.23,卡拉彼丘,0,2,翁法罗斯,0比2,,DAY5,-2,2
S7夏季赛,小组赛第三轮,2025.11.23,蔚蓝档案,0,0,崩坏3：逐火十三英桀,0比0,,DAY5,0,0
S7夏季赛,小组赛第三轮,2025.11.23,仙舟联盟,2,0,原神·璃月,2比0,,DAY5,2,2
S7夏季赛,小组赛第三轮,2025.11.23,崩坏3：洛星,1,1,明日方舟,1比1,,DAY5,0,2
S7夏季赛,小组赛第三轮,2025.11.23,绝区零·艾城,1,1,贝洛伯格星穹空间站,1比1,,DAY5,0,2
S7夏季赛,小组赛第三轮,2025.11.23,原神·稻妻,2,3,少女乐队联,2比3,,DAY5,-1,5
S7夏季赛,小组赛第三轮,2025.11.23,赛马娘·舞台,3,3,原神·纳塔,3比3,,DAY5,0,6
S7夏季赛,小组赛第三轮,2025.11.23,绝区零·民间联合队,1,3,崩坏3：天命,1比3,,DAY5,-2,4
S7夏季赛,小组赛第三轮,2025.11.26,少女前线：民间联合,1,2,战双帕弥什,1比2,,DAY6,-1,3
S7夏季赛,小组赛第三轮,2025.11.26,赛马娘·决胜,6,1,深空之眼,6比1,,DAY6,5,7
S7夏季赛,小组赛第三轮,2025.11.26,赛马娘·学院,2,1,匹诺康尼联队,2比1,,DAY6,1,3
S7夏季赛,小组赛第三轮,2025.11.26,原神·蒙德,3,4,Love Live!,3比4,,DAY6,-1,7
S7夏季赛,小组赛第三轮,2025.11.26,進撃の巨人,0,2,BanGDream!,0比2,,DAY6,-2,2
S7夏季赛,小组赛第三轮,2025.11.26,原神·须弥,1,2,世界计划,1比2,,DAY6,-1,3
S7夏季赛,小组赛第三轮,2025.11.26,碧蓝航线,5,2,少女前线：战术小队,5比2,,DAY6,3,7
S7夏季赛,小组赛第三轮,2025.11.26,真三国无双女将队,1,1,原神·枫丹,1比1,,DAY6,0,2
S7夏季赛,小组赛第四轮,2025.11.28,蔚蓝档案,3,2,翁法罗斯,3比2,,DAY7,1,5
S7夏季赛,小组赛第四轮,2025.11.28,崩坏3：逐火十三英桀,1,0,卡拉彼丘,1比0,,DAY7,1,1
S7夏季赛,小组赛第四轮,2025.11.28,崩坏3：洛星,1,1,原神·璃月,1比1,,DAY7,0,2
S7夏季赛,小组赛第四轮,2025.11.28,明日方舟,2,3,仙舟联盟,2比3,,DAY7,-1,5
S7夏季赛,小组赛第四轮,2025.11.28,原神·稻妻,2,3,贝洛伯格星穹空间站,2比3,,DAY7,-1,5
S7夏季赛,小组赛第四轮,2025.11.28,少女乐队联,1,3,绝区零·艾城,1比3,,DAY7,-2,4
S7夏季赛,小组赛第四轮,2025.11.28,绝区零·民间联合队,0,2,原神·纳塔,0比2,,DAY7,-2,2
S7夏季赛,小组赛第四轮,2025.11.28,崩坏3：天命,2,1,赛马娘·舞台,2比1,,DAY7,1,3
S7夏季赛,小组赛第四轮,2025.11.29,赛马娘·决胜,4,2,战双帕弥什,4比2,,DAY8,2,6
S7夏季赛,小组赛第四轮,2025.11.29,深空之眼,3,3,少女前线：民间联合,3比3,,DAY8,0,6
S7夏季赛,小组赛第四轮,2025.11.29,原神·蒙德,4,4,匹诺康尼联队,4比4,,DAY8,0,8
S7夏季赛,小组赛第四轮,2025.11.29,Love Live!,1,3,赛马娘·学院,1比3,,DAY8,-2,4
S7夏季赛,小组赛第四轮,2025.11.29,原神·须弥,3,1,BanGDream!,3比1,,DAY8,2,4
S7夏季赛,小组赛第四轮,2025.11.29,世界计划,1,3,進撃の巨人,1比3,,DAY8,-2,4
S7夏季赛,小组赛第四轮,2025.11.29,真三国无双女将队,0,3,少女前线：战术小队,0比3,,DAY8,-3,3
S7夏季赛,小组赛第四轮,2025.11.29,原神·枫丹,4,3,碧蓝航线,4比3,,DAY8,1,7
S7夏季赛,小组赛第五轮,2025.11.30,翁法罗斯,2,2,崩坏3：逐火十三英桀,2比2,,DAY9,0,4
S7夏季赛,小组赛第五轮,2025.11.30,卡拉彼丘,0,4,蔚蓝档案,0比4,,DAY9,-4,4
S7夏季赛,小组赛第五轮,2025.11.30,原神·璃月,3,0,明日方舟,3比0,,DAY9,3,3
S7夏季赛,小组赛第五轮,2025.11.30,仙舟联盟,3,2,崩坏3：洛星,3比2,,DAY9,1,5
S7夏季赛,小组赛第五轮,2025.11.30,贝洛伯格星穹空间站,2,0,少女乐队联,2比0,,DAY9,2,2
S7夏季赛,小组赛第五轮,2025.11.30,绝区零·艾城,3,4,原神·稻妻,3比4,,DAY9,-1,7
S7夏季赛,小组赛第五轮,2025.11.30,原神·纳塔,1,1,崩坏3：天命,1比1,,DAY9,0,2
S7夏季赛,小组赛第五轮,2025.11.30,赛马娘·舞台,1,2,绝区零·民间联合队,1比2,,DAY9,-1,3
S7夏季赛,小组赛第五轮,2025.12.04,战双帕弥什,2,2,深空之眼,2比2,,DAY10,0,4
S7夏季赛,小组赛第五轮,2025.12.04,少女前线：民间联合,2,1,赛马娘·决胜,2比1,,DAY10,1,3
S7夏季赛,小组赛第五轮,2025.12.04,匹诺康尼联队,1,3,Love Live!,1比3,,DAY10,-2,4
S7夏季赛,小组赛第五轮,2025.12.04,赛马娘·学院,4,2,原神·蒙德,4比2,,DAY10,2,6
S7夏季赛,小组赛第五轮,2025.12.04,BanGDream!,3,2,世界计划,3比2,,DAY10,1,5
S7夏季赛,小组赛第五轮,2025.12.04,進撃の巨人,3,3,原神·须弥,3比3,,DAY10,0,6
S7夏季赛,小组赛第五轮,2025.12.04,少女前线：战术小队,0,1,原神·枫丹,0比1,,DAY10,-1,1
S7夏季赛,小组赛第五轮,2025.12.04,碧蓝航线,2,3,真三国无双女将队,2比3,,DAY10,-1,5
S7夏季赛,小组赛第六轮,2025.12.05,翁法罗斯,6,3,卡拉彼丘,6比3,,DAY11,3,9
S7夏季赛,小组赛第六轮,2025.12.05,崩坏3：逐火十三英桀,2,5,蔚蓝档案,2比5,,DAY11,-3,7
S7夏季赛,小组赛第六轮,2025.12.05,原神·璃月,1,1,仙舟联盟,1比1,,DAY11,0,2
S7夏季赛,小组赛第六轮,2025.12.05,明日方舟,0,2,崩坏3：洛星,0比2,,DAY11,-2,2
S7夏季赛,小组赛第六轮,2025.12.05,贝洛伯格星穹空间站,2,4,绝区零·艾城,2比4,,DAY11,-2,6
S7夏季赛,小组赛第六轮,2025.12.05,少女乐队联,2,2,原神·稻妻,2比2,,DAY11,0,4
S7夏季赛,小组赛第六轮,2025.12.05,原神·纳塔,0,3,赛马娘·舞台,0比3,,DAY11,-3,3
S7夏季赛,小组赛第六轮,2025.12.05,崩坏3：天命,0,4,绝区零·民间联合队,0比4,,DAY11,-4,4
S7夏季赛,小组赛第六轮,2025.12.06,战双帕弥什,3,2,少女前线：民间联合,3比2,,DAY12,1,5
S7夏季赛,小组赛第六轮,2025.12.06,深空之眼,1,3,赛马娘·决胜,1比3,,DAY12,-2,4
S7夏季赛,小组赛第六轮,2025.12.06,匹诺康尼联队,1,2,赛马娘·学院,1比2,,DAY12,-1,3
S7夏季赛,小组赛第六轮,2025.12.06,Love Live!,3,2,原神·蒙德,3比2,,DAY12,1,5
S7夏季赛,小组赛第六轮,2025.12.06,BanGDream!,3,2,進撃の巨人,3比2,,DAY12,1,5
S7夏季赛,小组赛第六轮,2025.12.06,世界计划,4,2,原神·须弥,4比2,,DAY12,2,6
S7夏季赛,小组赛第六轮,2025.12.06,少女前线：战术小队,1,3,碧蓝航线,1比3,,DAY12,-2,4
S7夏季赛,小组赛第六轮,2025.12.06,原神·枫丹,1,3,真三国无双女将队,1比3,,DAY12,-2,4
S7夏季赛,1/8决赛首回合,2025.12.07,仙舟联盟,2,2,世界计划,2比2,,DAY13,0,4
S7夏季赛,1/8决赛首回合,2025.12.07,翁法罗斯,2,0,蔚蓝档案,2比0,,DAY13,2,2
S7夏季赛,1/8决赛首回合,2025.12.07,战双帕弥什,2,4,原神·枫丹,2比4,,DAY13,-2,6
S7夏季赛,1/8决赛首回合,2025.12.07,崩坏3：洛星,3,2,碧蓝航线,3比2,,DAY13,1,5
S7夏季赛,1/8决赛首回合,2025.12.07,贝洛伯格星穹空间站,2,1,绝区零·艾城,2比1,,DAY13,1,3
S7夏季赛,1/8决赛首回合,2025.12.07,赛马娘·决胜,1,2,BanGDream!,1比2,,DAY13,-1,3
S7夏季赛,1/8决赛首回合,2025.12.07,原神·纳塔,5,1,Love Live!,5比1,,DAY13,4,6
S7夏季赛,1/8决赛首回合,2025.12.07,绝区零·民间联合队,1,1,赛马娘·学院,1比1,,DAY13,0,2
S7夏季赛,1/8决赛次回合,2025.12.11,世界计划,3,2,仙舟联盟,3比2,,DAY14,1,5
S7夏季赛,1/8决赛次回合,2025.12.11,蔚蓝档案,1,2,翁法罗斯,1比2,,DAY14,-1,3
S7夏季赛,1/8决赛次回合,2025.12.11,原神·枫丹,3,3,战双帕弥什,3比3,,DAY14,0,6
S7夏季赛,1/8决赛次回合,2025.12.11,碧蓝航线,1,0,崩坏3：洛星,1比0,4比2,DAY14,1,1
S7夏季赛,1/8决赛次回合,2025.12.11,绝区零·艾城,1,3,贝洛伯格星穹空间站,1比3,,DAY14,-2,4
S7夏季赛,1/8决赛次回合,2025.12.11,BanGDream!,3,3,赛马娘·决胜,3比3,,DAY14,0,6
S7夏季赛,1/8决赛次回合,2025.12.11,Love Live!,2,4,原神·纳塔,2比4,,DAY14,-2,6
S7夏季赛,1/8决赛次回合,2025.12.11,赛马娘·学院,1,1,绝区零·民间联合队,1比1,4比2,DAY14,0,2
S7夏季赛,1/4决赛首回合,2025.12.12,世界计划,0,2,翁法罗斯,0比2,,DAY15,-2,2
S7夏季赛,1/4决赛首回合,2025.12.12,原神·枫丹,5,3,碧蓝航线,5比3,,DAY15,2,8
S7夏季赛,1/4决赛首回合,2025.12.12,贝洛伯格星穹空间站,0,2,BanGDream!,0比2,,DAY15,-2,2
S7夏季赛,1/4决赛首回合,2025.12.12,原神·纳塔,0,2,赛马娘·学院,0比2,,DAY15,-2,2
S7夏季赛,1/4决赛次回合,2025.12.12,翁法罗斯,1,3,世界计划,1比3,4比2,DAY15,-2,4
S7夏季赛,1/4决赛次回合,2025.12.12,碧蓝航线,0,2,原神·枫丹,0比2,,DAY15,-2,2
S7夏季赛,1/4决赛次回合,2025.12.12,BanGDream!,1,5,贝洛伯格星穹空间站,1比5,,DAY15,-4,6
S7夏季赛,1/4决赛次回合,2025.12.12,赛马娘·学院,2,4,原神·纳塔,2比4,4比1,DAY15,-2,6
S7夏季赛,半决赛首回合,2025.12.14,翁法罗斯,1,1,原神·枫丹,1比1,,DAY16,0,2
S7夏季赛,半决赛首回合,2025.12.14,贝洛伯格星穹空间站,2,3,赛马娘·学院,2比3,,DAY16,-1,5
S7夏季赛,半决赛次回合,2025.12.14,原神·枫丹,2,0,翁法罗斯,2比0,,DAY16,2,2
S7夏季赛,半决赛次回合,2025.12.14,赛马娘·学院,3,0,贝洛伯格星穹空间站,3比0,,DAY16,3,3
S7夏季赛,三四名决赛,2025.12.14,翁法罗斯,2,2,贝洛伯格星穹空间站,2比2,2比3,DAY16,0,4
S7夏季赛,决赛,2025.12.14,原神·枫丹,4,4,赛马娘·学院,4比4,3比4,DAY16,0,8
S7秋季赛,小组赛第一轮,2025.12.25,世界计划,1,2,Love Live!,1比2,,DAY1,-1,3
S7秋季赛,小组赛第一轮,2025.12.25,卡拉彼丘,1,4,原神·璃月,1比4,,DAY1,-3,5
S7秋季赛,小组赛第一轮,2025.12.25,赛马娘·学院,0,0,战双帕弥什,0比0,,DAY1,0,0
S7秋季赛,小组赛第一轮,2025.12.25,原神·须弥,2,2,少女前线：民间联合,2比2,,DAY1,0,4
S7秋季赛,小组赛第一轮,2025.12.25,碧蓝航线,1,4,蔚蓝档案,1比4,,DAY1,-3,5
S7秋季赛,小组赛第一轮,2025.12.25,原神·蒙德,1,3,崩坏3：逐火十三英桀,1比3,,DAY1,-2,4
S7秋季赛,小组赛第一轮,2025.12.25,贝洛伯格星穹空间站,1,1,绝区零·艾城,1比1,,DAY1,0,2
S7秋季赛,小组赛第一轮,2025.12.25,赛马娘·舞台,4,3,進撃の巨人,4比3,,DAY1,1,7
S7秋季赛,小组赛第一轮,2025.12.26,翁法罗斯,2,2,崩坏3：洛星,2比2,,DAY2,0,4
S7秋季赛,小组赛第一轮,2025.12.26,少女前线：战术小队,5,2,真三国无双女将队,5比2,,DAY2,3,7
S7秋季赛,小组赛第一轮,2025.12.26,原神·枫丹,2,1,赛马娘·决胜,2比1,,DAY2,1,3
S7秋季赛,小组赛第一轮,2025.12.26,明日方舟,1,2,匹诺康尼联队,1比2,,DAY2,-1,3
S7秋季赛,小组赛第一轮,2025.12.26,原神·纳塔,2,1,绝区零·民间联合队,2比1,,DAY2,1,3
S7秋季赛,小组赛第一轮,2025.12.26,深空之眼,4,2,崩坏3：天命,4比2,,DAY2,2,6
S7秋季赛,小组赛第一轮,2025.12.26,BanGDream!,4,1,仙舟联盟,4比1,,DAY2,3,5
S7秋季赛,小组赛第一轮,2025.12.26,少女乐队联,1,2,原神·稻妻,1比2,,DAY2,-1,3
S7秋季赛,小组赛第二轮,2025.12.27,原神·璃月,2,3,世界计划,2比3,,DAY3,-1,5
S7秋季赛,小组赛第二轮,2025.12.27,Love Live!,3,2,卡拉彼丘,3比2,,DAY3,1,5
S7秋季赛,小组赛第二轮,2025.12.27,少女前线：民间联合,0,2,赛马娘·学院,0比2,,DAY3,-2,2
S7秋季赛,小组赛第二轮,2025.12.27,战双帕弥什,0,1,原神·须弥,0比1,,DAY3,-1,1
S7秋季赛,小组赛第二轮,2025.12.27,崩坏3：逐火十三英桀,1,2,碧蓝航线,1比2,,DAY3,-1,3
S7秋季赛,小组赛第二轮,2025.12.27,蔚蓝档案,3,5,原神·蒙德,3比5,,DAY3,-2,8
S7秋季赛,小组赛第二轮,2025.12.27,進撃の巨人,0,2,贝洛伯格星穹空间站,0比2,,DAY3,-2,2
S7秋季赛,小组赛第二轮,2025.12.27,绝区零·艾城,4,0,赛马娘·舞台,4比0,,DAY3,4,4
S7秋季赛,小组赛第二轮,2025.12.28,真三国无双女将队,3,3,翁法罗斯,3比3,,DAY4,0,6
S7秋季赛,小组赛第二轮,2025.12.28,崩坏3：洛星,1,3,少女前线：战术小队,1比3,,DAY4,-2,4
S7秋季赛,小组赛第二轮,2025.12.28,匹诺康尼联队,2,2,原神·枫丹,2比2,,DAY4,0,4
S7秋季赛,小组赛第二轮,2025.12.28,赛马娘·决胜,2,3,明日方舟,2比3,,DAY4,-1,5
S7秋季赛,小组赛第二轮,2025.12.28,崩坏3：天命,2,2,原神·纳塔,2比2,,DAY4,0,4
