赛事名称,赛事阶段,赛事日期,主队,主队进球,客队进球,客队,比分(m比n),点球大战比分(如有),相关链接,主-客,单场进球数
S1杯赛,S1杯赛1/4决赛首回合,2024.10.18,崩坏3：天命,3,4,原神·蒙德,3比4,,DAY1,-1,7
S1杯赛,S1杯赛1/4决赛首回合,2024.10.18,原神·枫丹,1,5,星穹铁道,1比5,,DAY1,-4,6
S1杯赛,S1杯赛1/4决赛首回合,2024.10.18,原神·璃月,3,5,绝区零·艾城,3比5,,DAY1,-2,8
S1杯赛,S1杯赛1/4决赛首回合,2024.10.18,原神·稻妻,1,2,原神·须弥,1比2,,DAY1,-1,3
S1杯赛,S1杯赛1/4决赛次回合,2024.10.18,原神·蒙德,2,4,崩坏3：天命,2比4,,DAY1,-2,6
S1杯赛,S1杯赛1/4决赛次回合,2024.10.18,星穹铁道,8,6,原神·枫丹,8比6,,DAY1,2,14
S1杯赛,S1杯赛1/4决赛次回合,2024.10.18,绝区零·艾城,6,5,原神·璃月,6比5,,DAY1,1,11
S1杯赛,S1杯赛1/4决赛次回合,2024.10.18,原神·须弥,5,3,原神·稻妻,5比3,,DAY1,2,8
S1杯赛,S1杯赛半决赛首回合,2024.10.19,崩坏3：天命,6,2,星穹铁道,6比2,,DAY2,4,8
S1杯赛,S1杯赛半决赛首回合,2024.10.19,绝区零·艾城,0,4,原神·须弥,0比4,,DAY2,-4,4
S1杯赛,S1杯赛半决赛次回合,2024.10.19,星穹铁道,4,4,崩坏3：天命,4比4,,DAY2,0,8
S1杯赛,S1杯赛半决赛次回合,2024.10.19,原神·须弥,5,7,绝区零·艾城,5比7,,DAY2,-2,12
S1杯赛,S1杯赛三四名决赛,2024.10.19,星穹铁道,3,2,绝区零·艾城,3比2,,DAY2,1,5
S1杯赛,S1杯赛决赛,2024.10.19,崩坏3：天命,4,3,原神·须弥,4比3,,DAY2,1,7
S1联赛,S1联赛第1轮,2024.10.20,星穹铁道,4,1,原神·枫丹,4比1,,暂无相关动态,3,5
S1联赛,S1联赛第1轮,2024.10.20,绝区零·艾城,2,3,崩坏3：天命,2比3,,暂无相关动态,-1,5
S1联赛,S1联赛第1轮,2024.10.20,原神·蒙德,4,2,原神·稻妻,4比2,,暂无相关动态,2,6
S1联赛,S1联赛第1轮,2024.10.20,原神·璃月,7,4,原神·须弥,7比4,,暂无相关动态,3,11
S1联赛,S1联赛第2轮,2024.10.20,崩坏3：天命,2,5,星穹铁道,2比5,,暂无相关动态,-3,7
S1联赛,S1联赛第2轮,2024.10.20,原神·枫丹,3,3,原神·璃月,3比3,,暂无相关动态,0,6
S1联赛,S1联赛第2轮,2024.10.20,原神·稻妻,2,3,绝区零·艾城,2比3,,暂无相关动态,-1,5
S1联赛,S1联赛第2轮,2024.10.20,原神·须弥,2,4,原神·蒙德,2比4,,暂无相关动态,-2,6
S1联赛,S1联赛第3轮,2024.10.21,星穹铁道,3,1,原神·稻妻,3比1,,DAY2,2,4
S1联赛,S1联赛第3轮,2024.10.21,原神·枫丹,2,3,崩坏3：天命,2比3,,DAY2,-1,5
S1联赛,S1联赛第3轮,2024.10.21,绝区零·艾城,3,1,原神·须弥,3比1,,DAY2,2,4
S1联赛,S1联赛第3轮,2024.10.21,原神·璃月,3,1,原神·蒙德,3比1,,DAY2,2,4
S1联赛,S1联赛第4轮,2024.10.21,原神·须弥,1,1,星穹铁道,1比1,,DAY2,0,2
S1联赛,S1联赛第4轮,2024.10.21,原神·稻妻,3,2,原神·枫丹,3比2,,DAY2,1,5
S1联赛,S1联赛第4轮,2024.10.21,崩坏3：天命,2,2,原神·璃月,2比2,,DAY2,0,4
S1联赛,S1联赛第4轮,2024.10.21,原神·蒙德,4,2,绝区零·艾城,4比2,,DAY2,2,6
S1联赛,S1联赛第5轮,2024.10.22,星穹铁道,2,4,原神·蒙德,2比4,,DAY3,-2,6
S1联赛,S1联赛第5轮,2024.10.22,原神·枫丹,3,3,原神·须弥,3比3,,DAY3,0,6
S1联赛,S1联赛第5轮,2024.10.22,崩坏3：天命,4,6,原神·稻妻,4比6,,DAY3,-2,10
S1联赛,S1联赛第5轮,2024.10.22,原神·璃月,3,3,绝区零·艾城,3比3,,DAY3,0,6
S1联赛,S1联赛第6轮,2024.10.22,绝区零·艾城,2,2,星穹铁道,2比2,,DAY3,0,4
S1联赛,S1联赛第6轮,2024.10.22,原神·蒙德,2,1,原神·枫丹,2比1,,DAY3,1,3
S1联赛,S1联赛第6轮,2024.10.22,原神·须弥,3,6,崩坏3：天命,3比6,,DAY3,-3,9
S1联赛,S1联赛第6轮,2024.10.22,原神·稻妻,5,4,原神·璃月,5比4,,DAY3,1,9
S1联赛,S1联赛第7轮,2024.10.23,原神·璃月,1,2,星穹铁道,1比2,,DAY4,-1,3
S1联赛,S1联赛第7轮,2024.10.23,原神·枫丹,1,1,绝区零·艾城,1比1,,DAY4,0,2
S1联赛,S1联赛第7轮,2024.10.23,崩坏3：天命,1,3,原神·蒙德,1比3,,DAY4,-2,4
S1联赛,S1联赛第7轮,2024.10.23,原神·稻妻,3,5,原神·须弥,3比5,,DAY4,-2,8
S1联赛,S1联赛第8轮,2024.10.23,原神·枫丹,0,3,星穹铁道,0比3,,DAY4,-3,3
S1联赛,S1联赛第8轮,2024.10.23,崩坏3：天命,3,5,绝区零·艾城,3比5,,DAY4,-2,8
S1联赛,S1联赛第8轮,2024.10.23,原神·稻妻,2,1,原神·蒙德,2比1,,DAY4,1,3
S1联赛,S1联赛第8轮,2024.10.23,原神·须弥,4,2,原神·璃月,4比2,,DAY4,2,6
S1联赛,S1联赛第9轮,2024.10.24,星穹铁道,1,5,崩坏3：天命,1比5,,DAY5,-4,6
S1联赛,S1联赛第9轮,2024.10.24,原神·璃月,4,3,原神·枫丹,4比3,,DAY5,1,7
S1联赛,S1联赛第9轮,2024.10.24,绝区零·艾城,2,0,原神·稻妻,2比0,,DAY5,2,2
S1联赛,S1联赛第9轮,2024.10.24,原神·蒙德,4,3,原神·须弥,4比3,,DAY5,1,7
S1联赛,S1联赛第10轮,2024.10.24,原神·稻妻,4,6,星穹铁道,4比6,,DAY5,-2,10
S1联赛,S1联赛第10轮,2024.10.24,崩坏3：天命,2,1,原神·枫丹,2比1,,DAY5,1,3
S1联赛,S1联赛第10轮,2024.10.24,原神·须弥,3,2,绝区零·艾城,3比2,,DAY5,1,5
S1联赛,S1联赛第10轮,2024.10.24,原神·蒙德,2,3,原神·璃月,2比3,,DAY5,-1,5
S1联赛,S1联赛第11轮,2024.10.25,星穹铁道,2,4,原神·须弥,2比4,,DAY6,-2,6
S1联赛,S1联赛第11轮,2024.10.25,原神·枫丹,4,4,原神·稻妻,4比4,,DAY6,0,8
S1联赛,S1联赛第11轮,2024.10.25,原神·璃月,2,7,崩坏3：天命,2比7,,DAY6,-5,9
S1联赛,S1联赛第11轮,2024.10.25,绝区零·艾城,1,1,原神·蒙德,1比1,,DAY6,0,2
S1联赛,S1联赛第12轮,2024.10.25,原神·蒙德,2,4,星穹铁道,2比4,,DAY6,-2,6
S1联赛,S1联赛第12轮,2024.10.25,原神·须弥,3,2,原神·枫丹,3比2,,DAY6,1,5
S1联赛,S1联赛第12轮,2024.10.25,原神·稻妻,4,5,崩坏3：天命,4比5,,DAY6,-1,9
S1联赛,S1联赛第12轮,2024.10.25,绝区零·艾城,2,4,原神·璃月,2比4,,DAY6,-2,6
S1联赛,S1联赛第13轮,2024.10.26,星穹铁道,5,2,绝区零·艾城,5比2,,DAY7,3,7
S1联赛,S1联赛第13轮,2024.10.26,原神·枫丹,1,5,原神·蒙德,1比5,,DAY7,-4,6
S1联赛,S1联赛第13轮,2024.10.26,崩坏3：天命,1,4,原神·须弥,1比4,,DAY7,-3,5
S1联赛,S1联赛第13轮,2024.10.26,原神·璃月,3,1,原神·稻妻,3比1,,DAY7,2,4
S1联赛,S1联赛第14轮,2024.10.26,星穹铁道,1,1,原神·璃月,1比1,,DAY7,0,2
S1联赛,S1联赛第14轮,2024.10.26,绝区零·艾城,2,1,原神·枫丹,2比1,,DAY7,1,3
S1联赛,S1联赛第14轮,2024.10.26,原神·蒙德,3,2,崩坏3：天命,3比2,,冠军庆典,1,5
S1联赛,S1联赛第14轮,2024.10.26,原神·须弥,3,5,原神·稻妻,3比5,,过渡阶段,-2,8
S2联赛,S2联赛第1轮,2024.11.01,仙舟联盟,1,3,绝区零,1比3,,DAY1,-2,4
S2联赛,S2联赛第1轮,2024.11.01,原神·须弥,2,4,原神·稻妻,2比4,,DAY1,-2,6
S2联赛,S2联赛第1轮,2024.11.01,原神·璃月,5,2,少女前线2,5比2,,DAY1,3,7
S2联赛,S2联赛第1轮,2024.11.01,原神·蒙德,4,2,崩坏3：天命,4比2,,DAY1,2,6
S2联赛,S2联赛第1轮,2024.11.01,原神·枫丹,6,4,匹诺康尼联队,6比4,,DAY1,2,10
S2联赛,S2联赛第1轮,2024.11.01,幻塔,0,4,贝洛伯格星穹空间站,0比4,,DAY1,-4,4
S2联赛,S2联赛第2轮,2024.11.02,原神·稻妻,1,2,仙舟联盟,1比2,,DAY2,-1,3
S2联赛,S2联赛第2轮,2024.11.02,绝区零,6,5,幻塔,6比5,,DAY2,1,11
S2联赛,S2联赛第2轮,2024.11.02,少女前线2,2,4,原神·须弥,2比4,,DAY2,-2,6
S2联赛,S2联赛第2轮,2024.11.02,崩坏3：天命,1,1,原神·璃月,1比1,,DAY2,0,2
S2联赛,S2联赛第2轮,2024.11.02,匹诺康尼联队,1,1,原神·蒙德,1比1,,DAY2,0,2
S2联赛,S2联赛第2轮,2024.11.02,贝洛伯格星穹空间站,6,1,原神·枫丹,6比1,,DAY2,5,7
S2联赛,S2联赛第3轮,2024.11.03,仙舟联盟,6,2,少女前线2,6比2,,DAY3,4,8
S2联赛,S2联赛第3轮,2024.11.03,绝区零,3,2,原神·稻妻,3比2,,DAY3,1,5
S2联赛,S2联赛第3轮,2024.11.03,原神·须弥,2,3,崩坏3：天命,2比3,,DAY3,-1,5
S2联赛,S2联赛第3轮,2024.11.03,原神·璃月,2,4,匹诺康尼联队,2比4,,DAY3,-2,6
S2联赛,S2联赛第3轮,2024.11.03,原神·蒙德,2,4,贝洛伯格星穹空间站,2比4,,DAY3,-2,6
S2联赛,S2联赛第3轮,2024.11.03,幻塔,3,4,原神·枫丹,3比4,,DAY3,-1,7
S2联赛,S2联赛第4轮,2024.11.04,崩坏3：天命,3,3,仙舟联盟,3比3,,DAY4,0,6
S2联赛,S2联赛第4轮,2024.11.04,少女前线2,3,9,绝区零,3比9,,DAY4,-6,12
S2联赛,S2联赛第4轮,2024.11.04,原神·稻妻,3,7,幻塔,3比7,,DAY4,-4,10
S2联赛,S2联赛第4轮,2024.11.04,匹诺康尼联队,6,1,原神·须弥,6比1,,DAY4,5,7
S2联赛,S2联赛第4轮,2024.11.04,贝洛伯格星穹空间站,2,2,原神·璃月,2比2,,DAY4,0,4
S2联赛,S2联赛第4轮,2024.11.04,原神·枫丹,5,3,原神·蒙德,5比3,,DAY4,2,8
S2联赛,S2联赛第5轮,2024.11.05,仙舟联盟,5,1,匹诺康尼联队,5比1,,DAY5,4,6
S2联赛,S2联赛第5轮,2024.11.05,绝区零,7,4,崩坏3：天命,7比4,,DAY5,3,11
S2联赛,S2联赛第5轮,2024.11.05,原神·稻妻,5,3,少女前线2,5比3,,DAY5,2,8
S2联赛,S2联赛第5轮,2024.11.05,原神·须弥,1,3,贝洛伯格星穹空间站,1比3,,DAY5,-2,4
S2联赛,S2联赛第5轮,2024.11.05,原神·璃月,2,1,原神·枫丹,2比1,,DAY5,1,3
S2联赛,S2联赛第5轮,2024.11.05,幻塔,4,5,原神·蒙德,4比5,,DAY5,-1,9
S2联赛,S2联赛第6轮,2024.11.06,贝洛伯格星穹空间站,7,4,仙舟联盟,7比4,,DAY6,3,11
S2联赛,S2联赛第6轮,2024.11.06,匹诺康尼联队,2,6,绝区零,2比6,,DAY6,-4,8
S2联赛,S2联赛第6轮,2024.11.06,崩坏3：天命,2,0,原神·稻妻,2比0,,DAY6,2,2
S2联赛,S2联赛第6轮,2024.11.06,少女前线2,5,6,幻塔,5比6,,DAY6,-1,11
S2联赛,S2联赛第6轮,2024.11.06,原神·枫丹,4,3,原神·须弥,4比3,,DAY6,1,7
S2联赛,S2联赛第6轮,2024.11.06,原神·蒙德,2,2,原神·璃月,2比2,,DAY6,0,4
S2联赛,S2联赛第7轮,2024.11.08,仙舟联盟,5,2,原神·枫丹,5比2,,DAY7,3,7
S2联赛,S2联赛第7轮,2024.11.08,绝区零,1,1,贝洛伯格星穹空间站,1比1,,DAY7,0,2
S2联赛,S2联赛第7轮,2024.11.08,原神·稻妻,2,3,匹诺康尼联队,2比3,,DAY7,-1,5
S2联赛,S2联赛第7轮,2024.11.08,少女前线2,7,4,崩坏3：天命,7比4,,DAY7,3,11
S2联赛,S2联赛第7轮,2024.11.08,原神·须弥,3,4,原神·蒙德,3比4,,DAY7,-1,7
S2联赛,S2联赛第7轮,2024.11.08,幻塔,7,5,原神·璃月,7比5,,DAY7,2,12
S2联赛,S2联赛第8轮,2024.11.10,原神·蒙德,1,7,仙舟联盟,1比7,,DAY8,-6,8
S2联赛,S2联赛第8轮,2024.11.10,原神·枫丹,2,4,绝区零,2比4,,DAY8,-2,6
S2联赛,S2联赛第8轮,2024.11.10,贝洛伯格星穹空间站,4,2,原神·稻妻,4比2,,DAY8,2,6
S2联赛,S2联赛第8轮,2024.11.10,匹诺康尼联队,7,4,少女前线2,7比4,,DAY8,3,11
S2联赛,S2联赛第8轮,2024.11.10,崩坏3：天命,0,0,幻塔,0比0,,DAY8,0,0
S2联赛,S2联赛第8轮,2024.11.10,原神·璃月,2,5,原神·须弥,2比5,,DAY8,-3,7
S2联赛,S2联赛第9轮,2024.11.11,仙舟联盟,7,3,原神·璃月,7比3,,DAY9,4,10
S2联赛,S2联赛第9轮,2024.11.11,绝区零,2,2,原神·蒙德,2比2,,DAY9,0,4
S2联赛,S2联赛第9轮,2024.11.11,原神·稻妻,4,2,原神·枫丹,4比2,,DAY9,2,6
S2联赛,S2联赛第9轮,2024.11.11,少女前线2,2,4,贝洛伯格星穹空间站,2比4,,DAY9,-2,6
S2联赛,S2联赛第9轮,2024.11.11,崩坏3：天命,5,2,匹诺康尼联队,5比2,,DAY9,3,7
S2联赛,S2联赛第9轮,2024.11.11,幻塔,2,1,原神·须弥,2比1,,DAY9,1,3
S2联赛,S2联赛第10轮,2024.11.12,原神·须弥,3,3,仙舟联盟,3比3,,DAY10,0,6
S2联赛,S2联赛第10轮,2024.11.12,原神·璃月,0,2,绝区零,0比2,,DAY10,-2,2
S2联赛,S2联赛第10轮,2024.11.12,原神·蒙德,10,0,原神·稻妻,10比0,,DAY10,10,10
S2联赛,S2联赛第10轮,2024.11.12,原神·枫丹,7,2,少女前线2,7比2,,DAY10,5,9
S2联赛,S2联赛第10轮,2024.11.12,贝洛伯格星穹空间站,3,1,崩坏3：天命,3比1,,DAY10,2,4
S2联赛,S2联赛第10轮,2024.11.12,匹诺康尼联队,3,3,幻塔,3比3,,DAY10,0,6
S2联赛,S2联赛第11轮,2024.11.13,幻塔,5,3,仙舟联盟,5比3,,DAY11,2,8
S2联赛,S2联赛第11轮,2024.11.13,绝区零,5,2,原神·须弥,5比2,,DAY11,3,7
S2联赛,S2联赛第11轮,2024.11.13,原神·稻妻,4,4,原神·璃月,4比4,,DAY11,0,8
S2联赛,S2联赛第11轮,2024.11.13,少女前线2,4,5,原神·蒙德,4比5,,DAY11,-1,9
S2联赛,S2联赛第11轮,2024.11.13,崩坏3：天命,5,3,原神·枫丹,5比3,,DAY11,2,8
S2联赛,S2联赛第11轮,2024.11.13,匹诺康尼联队,1,8,贝洛伯格星穹空间站,1比8,,DAY11,-7,9
S2联赛,S2联赛第12轮,2024.11.15,绝区零,4,6,仙舟联盟,4比6,,DAY12,-2,10
S2联赛,S2联赛第12轮,2024.11.15,原神·稻妻,1,3,原神·须弥,1比3,,DAY12,-2,4
S2联赛,S2联赛第12轮,2024.11.15,少女前线2,0,2,原神·璃月,0比2,,DAY12,-2,2
S2联赛,S2联赛第12轮,2024.11.15,崩坏3：天命,5,4,原神·蒙德,5比4,,DAY12,1,9
S2联赛,S2联赛第12轮,2024.11.15,匹诺康尼联队,3,5,原神·枫丹,3比5,,DAY12,-2,8
S2联赛,S2联赛第12轮,2024.11.15,贝洛伯格星穹空间站,1,3,幻塔,1比3,,DAY12,-2,4
S2联赛,S2联赛第13轮,2024.11.16,仙舟联盟,6,5,原神·稻妻,6比5,,DAY13,1,11
S2联赛,S2联赛第13轮,2024.11.16,幻塔,5,3,绝区零,5比3,,DAY13,2,8
S2联赛,S2联赛第13轮,2024.11.16,原神·须弥,5,7,少女前线2,5比7,,DAY13,-2,12
S2联赛,S2联赛第13轮,2024.11.16,原神·璃月,4,3,崩坏3：天命,4比3,,DAY13,1,7
S2联赛,S2联赛第13轮,2024.11.16,原神·蒙德,3,3,匹诺康尼联队,3比3,,DAY13,0,6
S2联赛,S2联赛第13轮,2024.11.16,原神·枫丹,1,5,贝洛伯格星穹空间站,1比5,,DAY13,-4,6
S2联赛,S2联赛第14轮,2024.11.17,少女前线2,4,5,仙舟联盟,4比5,,DAY14,-1,9
S2联赛,S2联赛第14轮,2024.11.17,原神·稻妻,5,4,绝区零,5比4,,DAY14,1,9
S2联赛,S2联赛第14轮,2024.11.17,崩坏3：天命,6,1,原神·须弥,6比1,,DAY14,5,7
S2联赛,S2联赛第14轮,2024.11.17,匹诺康尼联队,3,5,原神·璃月,3比5,,DAY14,-2,8
S2联赛,S2联赛第14轮,2024.11.17,贝洛伯格星穹空间站,2,2,原神·蒙德,2比2,,DAY14,0,4
S2联赛,S2联赛第14轮,2024.11.17,原神·枫丹,5,3,幻塔,5比3,,DAY14,2,8
S2联赛,S2联赛第15轮,2024.11.18,仙舟联盟,5,1,崩坏3：天命,5比1,,DAY15,4,6
S2联赛,S2联赛第15轮,2024.11.18,绝区零,7,0,少女前线2,7比0,,DAY15,7,7
S2联赛,S2联赛第15轮,2024.11.18,幻塔,4,2,原神·稻妻,4比2,,DAY15,2,6
S2联赛,S2联赛第15轮,2024.11.18,原神·须弥,4,3,匹诺康尼联队,4比3,,DAY15,1,7
S2联赛,S2联赛第15轮,2024.11.18,原神·璃月,3,2,贝洛伯格星穹空间站,3比2,,DAY15,1,5
S2联赛,S2联赛第15轮,2024.11.18,原神·蒙德,3,4,原神·枫丹,3比4,,DAY15,-1,7
S2联赛,S2联赛第16轮,2024.11.20,匹诺康尼联队,4,4,仙舟联盟,4比4,,DAY16,0,8
S2联赛,S2联赛第16轮,2024.11.20,崩坏3：天命,4,5,绝区零,4比5,,DAY16,-1,9
S2联赛,S2联赛第16轮,2024.11.20,少女前线2,3,5,原神·稻妻,3比5,,DAY16,-2,8
S2联赛,S2联赛第16轮,2024.11.20,贝洛伯格星穹空间站,5,2,原神·须弥,5比2,,DAY16,3,7
S2联赛,S2联赛第16轮,2024.11.20,原神·枫丹,5,2,原神·璃月,5比2,,DAY16,3,7
S2联赛,S2联赛第16轮,2024.11.20,原神·蒙德,1,7,幻塔,1比7,,DAY16,-6,8
S2联赛,S2联赛第17轮,2024.11.21,仙舟联盟,1,2,贝洛伯格星穹空间站,1比2,,DAY17,-1,3
S2联赛,S2联赛第17轮,2024.11.21,绝区零,3,4,匹诺康尼联队,3比4,,DAY17,-1,7
S2联赛,S2联赛第17轮,2024.11.21,原神·稻妻,6,3,崩坏3：天命,6比3,,DAY17,3,9
S2联赛,S2联赛第17轮,2024.11.21,幻塔,2,4,少女前线2,2比4,,DAY17,-2,6
S2联赛,S2联赛第17轮,2024.11.21,原神·须弥,1,4,原神·枫丹,1比4,,DAY17,-3,5
S2联赛,S2联赛第17轮,2024.11.21,原神·璃月,5,5,原神·蒙德,5比5,,DAY17,0,10
S2联赛,S2联赛第18轮,2024.11.22,原神·枫丹,4,4,仙舟联盟,4比4,,DAY18,0,8
S2联赛,S2联赛第18轮,2024.11.22,贝洛伯格星穹空间站,3,2,绝区零,3比2,,DAY18,1,5
S2联赛,S2联赛第18轮,2024.11.22,匹诺康尼联队,5,7,原神·稻妻,5比7,,DAY18,-2,12
S2联赛,S2联赛第18轮,2024.11.22,崩坏3：天命,2,4,少女前线2,2比4,,DAY18,-2,6
S2联赛,S2联赛第18轮,2024.11.22,原神·蒙德,4,3,原神·须弥,4比3,,DAY18,1,7
S2联赛,S2联赛第18轮,2024.11.22,原神·璃月,3,6,幻塔,3比6,,DAY18,-3,9
S2联赛,S2联赛第19轮,2024.11.23,仙舟联盟,4,2,原神·蒙德,4比2,,DAY19,2,6
S2联赛,S2联赛第19轮,2024.11.23,绝区零,5,3,原神·枫丹,5比3,,DAY19,2,8
S2联赛,S2联赛第19轮,2024.11.23,原神·稻妻,2,4,贝洛伯格星穹空间站,2比4,,DAY19,-2,6
S2联赛,S2联赛第19轮,2024.11.23,少女前线2,5,4,匹诺康尼联队,5比4,,DAY19,1,9
S2联赛,S2联赛第19轮,2024.11.23,幻塔,4,6,崩坏3：天命,4比6,,DAY19,-2,10
S2联赛,S2联赛第19轮,2024.11.23,原神·须弥,4,5,原神·璃月,4比5,,DAY19,-1,9
S2联赛,S2联赛第20轮,2024.11.24,原神·璃月,4,3,仙舟联盟,4比3,,DAY20,1,7
S2联赛,S2联赛第20轮,2024.11.24,原神·蒙德,3,4,绝区零,3比4,,DAY20,-1,7
S2联赛,S2联赛第20轮,2024.11.24,原神·枫丹,6,9,原神·稻妻,6比9,,DAY20,-3,15
S2联赛,S2联赛第20轮,2024.11.24,贝洛伯格星穹空间站,6,4,少女前线2,6比4,,DAY20,2,10
S2联赛,S2联赛第20轮,2024.11.24,匹诺康尼联队,5,3,崩坏3：天命,5比3,,DAY20,2,8
S2联赛,S2联赛第20轮,2024.11.24,原神·须弥,4,3,幻塔,4比3,,DAY20,1,7
S2联赛,S2联赛第21轮,2024.11.26,仙舟联盟,3,2,原神·须弥,3比2,,DAY21,1,5
S2联赛,S2联赛第21轮,2024.11.26,绝区零,1,1,原神·璃月,1比1,,DAY21,0,2
S2联赛,S2联赛第21轮,2024.11.26,原神·稻妻,4,2,原神·蒙德,4比2,,DAY21,2,6
S2联赛,S2联赛第21轮,2024.11.26,少女前线2,5,4,原神·枫丹,5比4,,DAY21,1,9
S2联赛,S2联赛第21轮,2024.11.26,崩坏3：天命,3,1,贝洛伯格星穹空间站,3比1,,DAY21,2,4
S2联赛,S2联赛第21轮,2024.11.26,幻塔,6,1,匹诺康尼联队,6比1,,DAY21,5,7
S2联赛,S2联赛第22轮,2024.11.27,仙舟联盟,7,4,幻塔,7比4,,DAY22,3,11
S2联赛,S2联赛第22轮,2024.11.27,原神·须弥,1,8,绝区零,1比8,,DAY22,-7,9
S2联赛,S2联赛第22轮,2024.11.27,原神·璃月,3,5,原神·稻妻,3比5,,DAY22,-2,8
S2联赛,S2联赛第22轮,2024.11.27,原神·蒙德,2,2,少女前线2,2比2,,DAY22,0,4
S2联赛,S2联赛第22轮,2024.11.27,原神·枫丹,3,3,崩坏3：天命,3比3,,DAY22,0,6
S2联赛,S2联赛第22轮,2024.11.27,贝洛伯格星穹空间站,2,9,匹诺康尼联队,2比9,,夺冠游行,-7,11
S2杯赛,附加赛首回合,2024.12.01,原神·须弥,2,4,原神·枫丹,2比4,,,-2,6
S2杯赛,附加赛首回合,2024.12.01,原神·蒙德,1,2,崩坏3：逐火十三英桀,1比2,,,-1,3
S2杯赛,附加赛首回合,2024.12.01,少女前线2,1,4,原神·稻妻,1比4,,,-3,5
S2杯赛,附加赛首回合,2024.12.01,匹诺康尼联队,2,1,原神·璃月,2比1,,,1,3
S2杯赛,附加赛次回合,2024.12.01,原神·枫丹,4,4,原神·须弥,4比4,,,0,8
S2杯赛,附加赛次回合,2024.12.01,崩坏3：逐火十三英桀,2,2,原神·蒙德,2比2,,,0,4
S2杯赛,附加赛次回合,2024.12.02,原神·稻妻,7,3,少女前线2,7比3,,,4,10
S2杯赛,附加赛次回合,2024.12.02,原神·璃月,2,2,匹诺康尼联队,2比2,,,0,4
S2杯赛,1/4决赛首回合,2024.12.02,幻塔,2,1,原神·枫丹,2比1,,,1,3
S2杯赛,1/4决赛首回合,2024.12.02,崩坏3：逐火十三英桀,3,3,贝洛伯格星穹空间站,3比3,,,0,6
S2杯赛,1/4决赛首回合,2024.12.02,仙舟联盟,3,3,原神·稻妻,3比3,,,0,6
S2杯赛,1/4决赛首回合,2024.12.02,匹诺康尼联队,3,1,绝区零,3比1,,,2,4
S2杯赛,1/4决赛次回合,2024.12.04,原神·枫丹,2,3,幻塔,2比3,,,-1,5
S2杯赛,1/4决赛次回合,2024.12.04,贝洛伯格星穹空间站,2,3,崩坏3：逐火十三英桀,2比3,,,-1,5
S2杯赛,1/4决赛次回合,2024.12.04,原神·稻妻,4,2,仙舟联盟,4比2,,,2,6
S2杯赛,1/4决赛次回合,2024.12.04,绝区零,3,3,匹诺康尼联队,3比3,,,0,6
S2杯赛,半决赛首回合,2024.12.04,幻塔,5,1,崩坏3：逐火十三英桀,5比1,,,4,6
S2杯赛,半决赛首回合,2024.12.04,原神·稻妻,2,3,匹诺康尼联队,2比3,,,-1,5
S2杯赛,半决赛次回合,2024.12.05,崩坏3：逐火十三英桀,1,2,幻塔,1比2,,,-1,3
S2杯赛,半决赛次回合,2024.12.05,匹诺康尼联队,5,3,原神·稻妻,5比3,,,2,8
S2杯赛,三四名决赛,2024.12.05,崩坏3：逐火十三英桀,10,2,原神·稻妻,10比2,,,8,12
S2杯赛,决赛,2024.12.05,幻塔,1,2,匹诺康尼联队,1比2,,,-1,3
S3联赛,S3联赛第1轮,2024.12.11,赛马娘·学院,3,4,原神·璃月,3比4,,揭幕战,-1,7
S3联赛,S3联赛第1轮,2024.12.11,原神·稻妻,2,4,崩坏3：天命,2比4,,DAY1,-2,6
S3联赛,S3联赛第1轮,2024.12.11,仙舟联盟,4,0,原神·须弥,4比0,,DAY1,4,4
S3联赛,S3联赛第1轮,2024.12.11,战双帕弥什,0,3,進撃の巨人,0比3,,DAY1,-3,3
S3联赛,S3联赛第1轮,2024.12.11,原神·蒙德,1,3,贝洛伯格星穹空间站,1比3,,DAY1,-2,4
S3联赛,S3联赛第1轮,2024.12.11,绝区零·艾城,1,4,崩坏3：逐火十三英桀,1比4,,DAY1,-3,5
S3联赛,S3联赛第1轮,2024.12.11,卡拉彼丘,0,2,原神·枫丹,0比2,,DAY1,-2,2
S3联赛,S3联赛第1轮,2024.12.11,匹诺康尼联队,1,4,少女前线2,1比4,,DAY1,-3,5
S3联赛,S3联赛第2轮,2024.12.12,崩坏3：天命,5,5,赛马娘·学院,5比5,,DAY2,0,10
S3联赛,S3联赛第2轮,2024.12.12,原神·璃月,0,5,匹诺康尼联队,0比5,,DAY2,-5,5
S3联赛,S3联赛第2轮,2024.12.12,原神·须弥,2,2,原神·稻妻,2比2,,DAY2,0,4
S3联赛,S3联赛第2轮,2024.12.12,進撃の巨人,1,1,仙舟联盟,1比1,,DAY2,0,2
S3联赛,S3联赛第2轮,2024.12.12,贝洛伯格星穹空间站,5,1,战双帕弥什,5比1,,DAY2,4,6
S3联赛,S3联赛第2轮,2024.12.12,崩坏3：逐火十三英桀,2,5,原神·蒙德,2比5,,DAY2,-3,7
S3联赛,S3联赛第2轮,2024.12.12,原神·枫丹,2,2,绝区零·艾城,2比2,,DAY2,0,4
S3联赛,S3联赛第2轮,2024.12.12,少女前线2,2,1,卡拉彼丘,2比1,,DAY2,1,3
S3联赛,S3联赛第3轮,2024.12.14,赛马娘·学院,4,4,原神·须弥,4比4,,DAY3,0,8
